"","Gram","Count"
"376","actively",624
"377","activism",166
"378","activist",315
"379","activity",2154
"380","acton",10
"381","actor",1065
"382","actress",601
"383","actual",3074
"384","actualist",1
"385","actuality",168
"386","actualization",17
"387","actualize",15
"388","actually",18128
"389","actuarial",4
"390","actuary",8
"391","actuator",5
"392","acuity",13
"393","acumen",30
"394","acupressure",5
"395","acupuncture",55
"396","acute",183
"397","acutely",81
"398","ad",1504
"399","adad",1
"400","adage",73
"401","adagio",13
"402","adamant",103
"403","adamantine",5
"404","adamite",1
"405","adapt",348
"406","adaptability",20
"407","adaptable",51
"408","adaptation",309
"409","adapter",37
"410","adaption",17
"411","adaptive",52
"412","adaptively",2
"413","adaptor",16
"414","aday",1
"415","add",12585
"416","adda",1
"417","addax",3
"418","added",6696
"419","addenda",2
"420","addendum",49
"421","adder",9
"422","addicted",410
"423","addiction",599
"424","addition",3006
"425","additional",1826
"426","additionally",392
"427","additive",30
"428","addle",9
"429","addlepated",1
"430","address",2512
"431","addressee",4
"432","adduce",2
"433","adduction",1
"434","adductor",1
"435","ade",56
"436","adenine",4
"437","adenocarcinoma",2
"438","adenoid",2
"439","adenoidal",1
"440","adenosine",1
"441","adept",100
"442","adeptness",28
"443","adequacy",4
"444","adequate",342
"445","adequately",163
"446","adharma",1
"447","adhere",271
"448","adherence",58
"449","adherent",11
"450","adhesion",2
"451","adhesive",208
"452","adhesiveness",1
"453","adieu",61
"454","adieux",1
"455","adipose",8
"456","adit",2
"457","adjacency",1
"458","adjacent",207
"459","adjacently",1
"460","adjectival",2
"461","adjective",88
"462","adjoin",12
"463","adjoined",4
"464","adjoining",66
"465","adjourn",2
"466","adjournment",16
"467","adjudge",3
"468","adjudicate",9
"469","adjudication",16
"470","adjudicative",2
"471","adjudicator",6
"472","adjunct",51
"473","adjust",610
"474","adjustable",110
"475","adjuster",10
"476","adjustment",257
"477","adjutant",2
"478","adjuvant",2
"479","admeasurement",1
"480","admi",1
"481","administer",78
"482","administrate",3
"483","administration",1332
"484","administrative",341
"485","administratively",3
"486","administrator",187
"487","administratorship",2
"488","admirability",1
"489","admirable",184
"490","admirably",54
"491","admiral",110
"492","admiralty",11
"493","admiration",239
"494","admire",561
"495","admired",309
"496","admirer",44
"497","admiring",133
"498","admiringly",11
"499","admissibility",5
"500","admissible",11
"501","admission",450
"502","admit",2906
"503","admittance",22
"504","admitted",718
"505","admittedly",428
"506","admixture",19
"507","admonish",21
"508","admonishment",8
"509","admonition",34
"510","admonitory",1
"511","ado",251
"512","adobe",125
"513","adolescence",112
"514","adolescent",165
"515","adolescently",1
"516","adopt",494
"517","adoptability",1
"518","adoptable",5
"519","adopted",856
"520","adoptee",33
"521","adopter",14
"522","adoption",739
"523","adoptionism",1
"524","adoptive",137
"525","adorability",2
"526","adorable",1158
"527","adorableness",8
"528","adorably",37
"529","adoration",118
"530","adore",655
"531","adorer",3
"532","adoringly",11
"533","adorn",62
"534","adornment",29
"535","adrenal",30
"536","adrenaline",172
"537","adrenalize",3
"538","adrift",49
"539","adroit",9
"540","adroitly",5
"541","adroitness",2
"542","adrop",1
"543","adsorb",1
"544","adsorption",1
"545","adulate",1
"546","adulation",27
"547","adulatory",2
"548","adulteration",6
"549","adulterer",7
"550","adulteress",3
"551","adulterous",17
"552","adultery",112
"553","adulthood",226
"554","adultness",2
"555","adumbrate",2
"556","adumbration",2
"557","adust",1
"558","advance",1300
"559","advanced",817
"560","advancement",152
"561","advancer",1
"562","advancing",117
"563","advantage",1569
"564","advantageous",54
"565","advantageously",5
"566","adventitious",28
"567","adventure",1816
"568","adventurer",41
"569","adventuresome",14
"570","adventuress",1
"571","adventurous",255
"572","adventurousness",1
"573","adverb",22
"574","adverbial",1
"575","adversary",96
"576","adverse",200
"577","adversely",46
"578","adversity",128
"579","advert",117
"580","advertence",1
"581","advertent",1
"582","advertently",1
"583","advertise",152
"584","advertisement",202
"585","advertiser",66
"586","advertising",1730
"587","advice",2681
"588","advisability",3
"589","advisable",52
"590","advise",331
"591","advised",454
"592","advisedly",8
"593","advisee",1
"594","advisement",5
"595","adviser",129
"596","advisor",214
"597","advisory",166
"598","advocacy",214
"599","advocate",501
"600","advowson",1
"601","ady",9
"602","ae",35
"603","aegis",11
"604","aeolipile",1
"605","aeon",8
"606","aer",16
"607","aerate",6
"608","aeration",4
"609","aerator",1
"610","aerial",121
"611","aerie",3
"612","aero",104
"613","aerobatic",1
"614","aerobatics",2
"615","aerobic",56
"616","aerobically",2
"617","aerodrome",4
"618","aerodynamic",40
"619","aerodynamics",24
"620","aerofoil",2
"621","aerogel",2
"622","aeronaut",1
"623","aeronautic",1
"624","aeronautical",9
"625","aeronautics",21
"626","aeroplane",28
"627","aerosol",40
"628","aes",2
"629","aesthete",5
"630","aesthetic",331
"631","aesthetically",69
"632","aestheticism",3
"633","aestheticize",1
"634","aesthetics",121
"635","afar",140
"636","afeard",1
"637","afeared",2
"638","affability",1
"639","affable",33
"640","affair",819
"641","affect",1119
"642","affectation",11
"643","affected",954
"644","affecting",280
"645","affection",419
"646","affectionally",2
"647","affectionate",91
"648","affectionately",81
"649","affective",34
"650","affectively",2
"651","affiance",1
"652","affiant",1
"653","affidavit",61
"654","affiliate",116
"655","affiliation",91
"656","affinity",104
"657","affirm",98
"658","affirmance",1
"659","affirmation",131
"660","affirmative",113
"661","affirmatively",4
"662","affirmatory",1
"663","affix",18
"664","affixation",2
"665","afflict",15
"666","afflicted",93
"667","afflicting",7
"668","affliction",69
"669","affluence",27
"670","affluent",90
"671","afford",1278
"672","affordable",633
"673","afforestation",4
"674","affray",2
"675","affright",2
"676","affrighted",1
"677","affront",50
"678","affronted",18
"679","affronting",1
"680","affy",2
"681","afghani",14
"682","afield",48
"683","afire",12
"684","aflame",18
"685","afloat",85
"686","aflush",1
"687","aflutter",11
"688","afoot",49
"689","afore",35
"690","aforehand",1
"691","aforesaid",10
"692","aforethought",1
"693","aforetime",1
"694","afoul",15
"695","afraid",2513
"696","afresh",60
"697","aft",25
"698","after",46805
"699","afterbirth",2
"700","afterburner",2
"701","aftercare",11
"702","aftereffect",5
"703","afterglow",17
"704","afterhours",5
"705","afterimage",3
"706","afterlife",87
"707","aftermath",257
"708","afternoon",3607
"709","afternoons",161
"710","afterschool",11
"711","aftershock",17
"712","aftertaste",112
"713","afterthought",59
"714","afterward",278
"715","afterwards",957
"716","afterwork",3
"717","afterworld",4
"718","aga",39
"719","again",26496
"720","against",12210
"721","agama",4
"722","agape",39
"723","agar",55
"724","agaric",8
"725","agarwal",5
"726","agate",14
"727","age",6866
"728","aged",1073
"729","agee",2
"730","ageless",23
"731","agelessness",1
"732","agen",9
"733","agency",1602
"734","agenda",922
"735","agenesis",1
"736","agent",1878
"737","ager",12
"738","agger",10
"739","agglomeration",8
"740","agglutinate",1
"741","aggrandizement",13
"742","aggravate",25
"743","aggravating",47
"744","aggravation",28
"745","aggravator",1
"746","aggregate",80
"747","aggregately",1
"748","aggregation",22
"749","aggregator",4
"750","aggression",186
"751","aggressive",654
"752","aggressively",127
"753","aggressiveness",23
"754","aggressor",34
"755","aggrieved",31
"756","agha",4
"757","aghast",40
"758","aghastness",1
"759","agile",69
"760","agilely",2
"761","agility",90
"762","aging",485
"763","agitate",19
"764","agitation",58
"765","agitative",1
"766","agitator",7
"767","agitprop",3
"768","agley",2
"769","aglow",20
"770","agnate",8
"771","agnostic",74
"772","agnostically",1
"773","agnosticism",15
"774","agnus",9
"775","ago",12359
"776","agog",10
"777","agon",1
"778","agone",1
"779","agonist",4
"780","agonistic",1
"781","agonize",18
"782","agonizingly",12
"783","agony",221
"784","agora",19
"785","agoraphobia",3
"786","agouti",3
"787","agrammatism",1
"788","agrarian",26
"789","agree",2437
"790","agreeable",73
"791","agreeableness",2
"792","agreeably",4
"793","agreed",1771
"794","agreeing",158
"795","agreement",1191
"796","agricole",3
"797","agricultural",384
"798","agriculturalist",5
"799","agriculturally",1
"800","agriculture",393
"801","agriculturist",3
"802","agronomist",2
"803","agronomy",2
"804","aground",12
"805","agua",19
"806","aguacate",3
"807","ague",1
"808","aguinaldo",13
"809","agy",1
"810","ah",1295
"811","aha",119
"812","ahead",3582
"813","ahem",226
"814","ahimsa",9
"815","ahluwalia",1
"816","ahmadi",4
"817","aho",6
"818","ahoy",14
"819","ahsan",5
"820","ahu",3
"821","ahum",2
"822","ahura",3
"823","ai",197
"824","aid",1263
"825","aide",111
"826","aider",2
"827","aiguille",1
"828","ail",6
"829","aileron",1
"830","ailing",52
"831","ailment",53
"832","aim",815
"833","aimer",1
"834","aiming",252
"835","aimless",25
"836","aimlessly",69
"837","aimlessness",5
"838","aint",76
"839","aion",4
"840","air",5762
"841","airan",1
"842","airbrush",45
"843","aircraft",440
"844","aircraftman",1
"845","aircraftsman",2
"846","aircrew",3
"847","aire",6
"848","airedale",5
"849","airfield",16
"850","airframe",8
"851","airfreight",1
"852","airhead",8
"853","airily",4
"854","airiness",2
"855","airing",125
"856","airless",10
"857","airlift",6
"858","airliner",16
"859","airmail",5
"860","airman",7
"861","airmanship",1
"862","airplane",289
"863","airport",1226
"864","airship",17
"865","airsick",1
"866","airsickness",1
"867","airstrip",21
"868","airtight",122
"869","airway",26
"870","airworthiness",3
"871","airy",135
"872","aisle",365
"873","aisled",1
"874","aisling",2
"875","ait",20
"876","ajar",24
"877","ak",102
"878","aka",826
"879","akala",3
"880","akamatsu",1
"881","akaroa",1
"882","akasa",1
"883","ake",4
"884","akimbo",4
"885","akin",276
"886","aknee",1
"887","ako",52
"888","akov",7
"889","aku",11
"890","al",2212
"891","ala",100
"892","alabaster",31
"893","alacha",3
"894","alack",3
"895","alacrity",8
"896","alaihi",15
"897","alameda",25
"898","alamo",42
"899","alan",595
"900","alani",3
"901","alanine",2
"902","alannah",1
"903","alar",1
"904","alarm",598
"905","alarmed",117
"906","alarming",157
"907","alarmingly",37
"908","alarmism",5
"909","alarmist",30
"910","alarum",1
"911","alas",586
"912","alb",3
"913","alba",32
"914","albacore",10
"915","alban",9
"916","albatross",27
"917","albe",1
"918","albedo",5
"919","albee",9
"920","albeit",556
"921","albinism",2
"922","albino",47
"923","album",3996
"924","albumen",9
"925","albumin",5
"926","albus",6
"927","alcaide",1
"928","alcalde",1
"929","alcazar",9
"930","alchemic",3
"931","alchemical",25
"932","alchemically",2
"933","alchemist",63
"934","alchemy",65
"935","alco",2
"936","alcohol",1822
"937","alcoholic",345
"938","alcoholism",112
"939","alcove",29
"940","aldehyde",3
"941","aldehydic",1
"942","alder",32
"943","alderman",29
"944","aldermanic",2
"945","alderwoman",2
"946","aldine",2
"947","ale",2161
"948","aleatory",1
"949","alec",132
"950","alee",2
"951","alehouse",7
"952","alem",2
"953","alembic",3
"954","alen",1
"955","aleph",4
"956","alert",534
"957","alertly",1
"958","alertness",20
"959","alewife",1
"960","alexanders",4
"961","alexandrite",1
"962","alexia",21
"963","alf",21
"964","alfa",6
"965","alfalfa",26
"966","alfonso",27
"967","alfresco",19
"968","alga",1
"969","algae",51
"970","algal",2
"971","algebra",74
"972","algebraic",12
"973","algin",4
"974","alginate",3
"975","algorithm",43
"976","algorithmic",4
"977","alguazil",1
"978","alias",72
"979","alibi",25
"980","alien",898
"981","alienable",7
"982","alienage",1
"983","alienate",45
"984","alienation",83
"985","alienist",2
"986","alienor",5
"987","alif",1
"988","alight",71
"989","align",153
"990","alignment",122
"991","alike",600
"992","aliment",1
"993","alimentary",2
"994","alimentation",1
"995","alimentum",1
"996","alimony",22
"997","alin",1
"998","aliphatic",1
"999","alish",1
"1000","aliso",3
"1001","alison",167
"1002","alit",4
"1003","alive",2222
"1004","aliveness",6
"1005","aliyah",7
"1006","alizarin",2
"1007","alkali",6
"1008","alkaline",74
"1009","alkalinity",8
"1010","alkalize",2
"1011","alkaloid",3
"1012","alkanet",1
"1013","all",147146
"1014","allan",136
"1015","allantoin",4
"1016","allay",8
"1017","allegation",77
"1018","allege",28
"1019","allegedly",470
"1020","allegiance",110
"1021","allegiant",1
"1022","allegorical",30
"1023","allegorically",6
"1024","allegorize",2
"1025","allegory",49
"1026","allegretto",2
"1027","allegro",21
"1028","allele",11
"1029","allelic",1
"1030","alleluia",18
"1031","allemand",1
"1032","allemande",1
"1033","aller",1
"1034","allergen",24
"1035","allergenic",9
"1036","allergic",200
"1037","allergist",14
"1038","allergy",210
"1039","alleviate",145
"1040","alleviation",8
"1041","alley",330
"1042","alleyway",39
"1043","allgood",2
"1044","alliance",482
"1045","allice",3
"1046","allied",132
"1047","allies",354
"1048","alligator",100
"1049","alliterate",2
"1050","alliteration",34
"1051","alliterative",7
"1052","allocate",39
"1053","allocation",79
"1054","allocator",1
"1055","allocution",1
"1056","allopathic",12
"1057","allopathy",1
"1058","allot",32
"1059","allotment",110
"1060","allotrope",1
"1061","allover",3
"1062","allow",4299
"1063","allowable",32
"1064","allowance",237
"1065","alloy",54
"1066","allspice",41
"1067","allude",22
"1068","allure",122
"1069","alluring",104
"1070","alluringly",2
"1071","allusion",51
"1072","allusive",7
"1073","allusiveness",1
"1074","alluvial",2
"1075","alluvion",1
"1076","alluvium",1
"1077","ally",314
"1078","alma",107
"1079","almanac",28
"1080","almandine",1
"1081","almighty",269
"1082","almirah",1
"1083","almon",2
"1084","almond",493
"1085","almondy",5
"1086","almost",12292
"1087","alms",28
"1088","almsgiving",2
"1089","almshouse",1
"1090","aln",1
"1091","alo",6
"1092","aloe",62
"1093","aloft",78
"1094","aloma",4
"1095","alone",5783
"1096","aloneness",14
"1097","along",12634
"1098","alongside",861
"1099","aloof",58
"1100","aloofness",14
"1101","alopecia",1
"1102","aloud",349
"1103","alp",11
"1104","alpaca",34
"1105","alpenhorn",2
"1106","alpha",373
"1107","alphabet",277
"1108","alphabetic",5
"1109","alphabetical",54
"1110","alphabetically",22
"1111","alphabetize",2
"1112","alpine",87
"1113","already",13674
"1114","alright",778
"1115","alrighty",21
"1116","also",55374
"1117","alt",91
"1118","altar",268
"1119","altared",1
"1120","altarpiece",5
"1121","alter",491
"1122","alterable",1
"1123","alterant",1
"1124","alteration",28
"1125","alterative",1
"1126","altercate",1
"1127","altercation",39
"1128","alterity",1
"1129","alternate",409
"1130","alternately",106
"1131","alternating",153
"1132","alternation",18
"1133","alternative",1475
"1134","alternatively",126
"1135","alternator",16
"1136","althea",4
"1137","altho",16
"1138","although",9267
"1139","altimeter",7
"1140","altin",3
"1141","altiplano",2
"1142","altitude",111
"1143","altitudinal",3
"1144","alto",85
"1145","altogether",577
"1146","altrices",2
"1147","altruism",35
"1148","altruist",3
"1149","altruistic",42
"1150","altruistically",2
"1151","alum",35
"1152","aluminium",63
"1153","aluminum",234
"1154","alumna",7
"1155","alumnae",8
"1156","alumni",199
"1157","alumnus",20
"1158","alure",2
"1159","alveoli",1
"1160","alvine",2
"1161","alway",18
"1162","always",26699
"1163","aly",19
"1164","am",50837
"1165","ama",19
"1166","amadou",31
"1167","amain",1
"1168","amala",2
"1169","amalaka",1
"1170","amalgam",22
"1171","amalgamate",8
"1172","amalgamation",27
"1173","amang",1
"1174","amani",6
"1175","amanuensis",4
"1176","amar",18
"1177","amaranth",12
"1178","amaranthine",5
"1179","amargoso",1
"1180","amarillo",52
"1181","amass",16
"1182","amateurish",25
"1183","amateurishly",3
"1184","amateurishness",2
"1185","amateurism",2
"1186","amative",1
"1187","amatory",2
"1188","amaze",111
"1189","amazed",778
"1190","amazement",120
"1191","amazing",7580
"1192","amazingly",549
"1193","amba",1
"1194","ambar",2
"1195","ambassador",259
"1196","ambassadorial",2
"1197","ambassadorship",1
"1198","ambassadress",1
"1199","amber",643
"1200","ambergris",6
"1201","ambery",1
"1202","ambidexterity",1
"1203","ambidextrous",3
"1204","ambience",72
"1205","ambient",119
"1206","ambiguity",107
"1207","ambiguous",144
"1208","ambiguously",10
"1209","ambit",19
"1210","ambition",286
"1211","ambitionless",1
"1212","ambitious",361
"1213","ambitiously",3
"1214","ambitiousness",2
"1215","ambivalence",37
"1216","ambivalent",63
"1217","ambivert",1
"1218","amble",25
"1219","ambler",2
"1220","ambling",12
"1221","amblyopia",8
"1222","ambo",9
"1223","ambon",1
"1224","ambrose",52
"1225","ambrosia",20
"1226","ambrosiac",1
"1227","ambrosial",4
"1228","ambulance",271
"1229","ambulant",2
"1230","ambulate",1
"1231","ambulation",1
"1232","ambulatory",13
"1233","ambuscade",1
"1234","ambush",77
"1235","ambusher",1
"1236","ame",11
"1237","ameen",5
"1238","amelia",145
"1239","ameliorate",12
"1240","amelioration",1
"1241","amen",608
"1242","amenable",32
"1243","amend",74
"1244","amendable",1
"1245","amendment",543
"1246","amends",57
"1247","amenity",17
"1248","amenorrhea",1
"1249","ament",3
"1250","amentum",1
"1251","americium",1
"1252","amethyst",33
"1253","ami",38
"1254","amiability",3
"1255","amiable",49
"1256","amiably",11
"1257","amicability",1
"1258","amicable",23
"1259","amicably",18
"1260","amid",263
"1261","amide",2
"1262","amidon",23
"1263","amidships",2
"1264","amidst",304
"1265","amil",1
"1266","amin",35
"1267","amine",4
"1268","amini",2
"1269","amino",75
"1270","amir",45
"1271","amiss",58
"1272","amissibility",1
"1273","amissible",1
"1274","amity",26
"1275","amla",4
"1276","amma",25
"1277","amman",15
"1278","ammer",1
"1279","ammo",83
"1280","ammonia",46
"1281","ammonite",1
"1282","ammonium",15
"1283","ammophilous",2
"1284","ammunition",186
"1285","amnesia",68
"1286","amnesic",2
"1287","amnesty",91
"1288","amnion",2
"1289","amniotic",37
"1290","amoeba",14
"1291","amoebic",2
"1292","amoeboid",1
"1293","amok",45
"1294","among",5173
"1295","amongst",1256
"1296","amontillado",6
"1297","amor",23
"1298","amoral",23
"1299","amorality",2
"1300","amoroso",1
"1301","amorous",28
"1302","amorously",2
"1303","amorphous",25
"1304","amorphously",1
"1305","amorphousness",1
"1306","amortization",5
"1307","amortize",1
"1308","amount",4735
"1309","amour",41
"1310","amper",1
"1311","amperage",3
"1312","ampere",5
"1313","ampersand",14
"1314","amphetamine",4
"1315","amphibian",13
"1316","amphibious",16
"1317","amphipod",1
"1318","amphitheater",28
"1319","amphora",4
"1320","ample",226
"1321","amplification",10
"1322","amplifier",31
"1323","amplify",41
"1324","amplitude",10
"1325","amply",25
"1326","amputate",10
"1327","amputation",21
"1328","amputee",9
"1329","amra",1
"1330","amrita",8
"1331","amt",7
"1332","amuck",6
"1333","amulet",21
"1334","amuse",94
"1335","amused",237
"1336","amusement",234
"1337","amuser",1
"1338","amusia",1
"1339","amusing",444
"1340","amusingly",23
"1341","amy",944
"1342","amygdala",19
"1343","amyl",1
"1344","amylase",11
"1345","amyloid",4
"1346","amyloidosis",1
"1347","amyotrophic",7
"1348","an",110064
"1349","ana",163
"1350","anabasis",2
"1351","anabo",1
"1352","anabolic",1
"1353","anachronism",24
"1354","anachronistic",23
"1355","anachronistically",3
"1356","anaconda",10
"1357","anadromous",1
"1358","anaemia",4
"1359","anaemic",5
"1360","anaerobic",11
"1361","anaesthesia",8
"1362","anagnorisis",1
"1363","anagogic",1
"1364","anagram",8
"1365","anagrams",3
"1366","analects",2
"1367","analgesia",3
"1368","analgesic",8
"1369","anally",8
"1370","analogic",2
"1371","analogical",6
"1372","analogically",1
"1373","analogize",2
"1374","analogous",42
"1375","analogously",3
"1376","analogue",62
"1377","analogy",303
"1378","analphabetic",1
"1379","analysable",2
"1380","analyse",53
"1381","analyser",1
"1382","analyses",66
"1383","analysis",1267
"1384","analyst",182
"1385","analytic",46
"1386","analytical",120
"1387","analytically",7
"1388","analytics",95
"1389","analyzable",1
"1390","analyzation",1
"1391","analyze",236
"1392","analyzer",11
"1393","anam",5
"1394","anama",1
"1395","anamnesis",18
"1396","anamorphic",13
"1397","anan",4
"1398","ananas",4
"1399","ananda",19
"1400","anaphora",2
"1401","anaphoric",3
"1402","anaphylactic",9
"1403","anaphylaxis",4
"1404","anarchic",15
"1405","anarchical",1
"1406","anarchically",1
"1407","anarchism",38
"1408","anarchist",88
"1409","anarchistic",8
"1410","anarchy",135
"1411","anastasis",1
"1412","anathema",39
"1413","anathematic",1
"1414","anatomic",4
"1415","anatomical",26
"1416","anatomically",8
"1417","anatomy",164
"1418","ancestor",98
"1419","ancestral",85
"1420","ancestrally",1
"1421","ancestry",97
"1422","anchor",326
"1423","anchorage",57
"1424","anchored",89
"1425","anchoretic",1
"1426","anchorite",2
"1427","anchorless",1
"1428","anchovy",18
"1429","ancient",1726
"1430","anciently",1
"1431","ancientness",1
"1432","ancillary",34
"1433","ancon",3
"1434","ancora",4
"1435","and",1094859
"1436","anda",12
"1437","andante",7
"1438","androgen",8
"1439","androgenic",1
"1440","androgenous",2
"1441","androgyne",1
"1442","androgynous",32
"1443","androgyny",9
"1444","android",459
