"","Gram","Count"
"803","agronomy","0"
"804","aground","1"
"805","agua","0"
"806","aguacate","0"
"807","ague","0"
"808","aguinaldo","0"
"809","agy","1"
"810","ah","41"
"811","aha","5"
"812","ahead","101"
"813","ahem","9"
"814","ahimsa","0"
"815","ahluwalia","1"
"816","ahmadi","0"
"817","aho","0"
"818","ahoy","0"
"819","ahsan","0"
"820","ahu","1"
"821","ahum","1"
"822","ahura","0"
"823","ai","3"
"824","aid","40"
"825","aide","6"
"826","aider","0"
"827","aiguille","0"
"828","ail","0"
"829","aileron","0"
"830","ailing","1"
"831","ailment","2"
"832","aim","25"
"833","aimer","0"
"834","aiming","7"
"835","aimless","3"
"836","aimlessly","2"
"837","aimlessness","0"
"838","aint","1"
"839","aion","1"
"840","air","186"
"841","airan","0"
"842","airbrush","1"
"843","aircraft","17"
"844","aircraftman","0"
"845","aircraftsman","0"
"846","aircrew","0"
"847","aire","0"
"848","airedale","0"
"849","airfield","0"
"850","airframe","1"
"851","airfreight","0"
"852","airhead","0"
"853","airily","0"
"854","airiness","0"
"855","airing","7"
"856","airless","0"
"857","airlift","0"
"858","airliner","0"
"859","airmail","0"
"860","airman","0"
"861","airmanship","0"
"862","airplane","4"
"863","airport","31"
"864","airship","1"
"865","airsick","0"
"866","airsickness","0"
"867","airstrip","0"
"868","airtight","3"
"869","airway","2"
"870","airworthiness","0"
"871","airy","3"
"872","aisle","13"
"873","aisled","0"
"874","aisling","0"
"875","ait","3"
"876","ajar","1"
"877","ak","5"
"878","aka","28"
"879","akala","0"
"880","akamatsu","0"
"881","akaroa","0"
"882","akasa","0"
"883","ake","0"
"884","akimbo","0"
"885","akin","10"
"886","aknee","0"
"887","ako","3"
"888","akov","0"
"889","aku","0"
"890","al","63"
"891","ala","1"
"892","alabaster","1"
"893","alacha","0"
"894","alack","1"
"895","alacrity","1"
"896","alaihi","0"
"897","alameda","1"
"898","alamo","0"
"899","alan","21"
"900","alani","0"
"901","alanine","0"
"902","alannah","0"
"903","alar","0"
"904","alarm","20"
"905","alarmed","2"
"906","alarming","5"
"907","alarmingly","0"
"908","alarmism","0"
"909","alarmist","2"
"910","alarum","0"
"911","alas","14"
"912","alb","0"
"913","alba","0"
"914","albacore","0"
"915","alban","0"
"916","albatross","0"
"917","albe","0"
"918","albedo","0"
"919","albee","0"
"920","albeit","15"
"921","albinism","0"
"922","albino","0"
"923","album","128"
"924","albumen","0"
"925","albumin","0"
"926","albus","0"
"927","alcaide","0"
"928","alcalde","0"
"929","alcazar","0"
"930","alchemic","0"
"931","alchemical","1"
"932","alchemically","0"
"933","alchemist","0"
"934","alchemy","6"
"935","alco","1"
"936","alcohol","57"
"937","alcoholic","8"
"938","alcoholism","5"
"939","alcove","1"
"940","aldehyde","0"
"941","aldehydic","0"
"942","alder","1"
"943","alderman","0"
"944","aldermanic","0"
"945","alderwoman","0"
"946","aldine","0"
"947","ale","61"
"948","aleatory","0"
"949","alec","3"
"950","alee","0"
"951","alehouse","0"
"952","alem","0"
"953","alembic","0"
"954","alen","0"
"955","aleph","0"
"956","alert","18"
"957","alertly","0"
"958","alertness","0"
"959","alewife","0"
"960","alexanders","0"
"961","alexandrite","0"
"962","alexia","0"
"963","alf","0"
"964","alfa","1"
"965","alfalfa","3"
"966","alfonso","1"
"967","alfresco","0"
"968","alga","0"
"969","algae","5"
"970","algal","0"
"971","algebra","2"
"972","algebraic","0"
"973","algin","0"
"974","alginate","0"
"975","algorithm","1"
"976","algorithmic","0"
"977","alguazil","0"
"978","alias","1"
"979","alibi","0"
"980","alien","23"
"981","alienable","0"
"982","alienage","0"
"983","alienate","2"
"984","alienation","3"
"985","alienist","0"
"986","alienor","0"
"987","alif","0"
"988","alight","0"
"989","align","6"
"990","alignment","1"
"991","alike","20"
"992","aliment","0"
"993","alimentary","0"
"994","alimentation","0"
"995","alimentum","0"
"996","alimony","1"
"997","alin","0"
"998","aliphatic","0"
"999","alish","0"
"1000","aliso","0"
"1001","alison","6"
"1002","alit","0"
"1003","alive","75"
"1004","aliveness","0"
"1005","aliyah","0"
"1006","alizarin","0"
"1007","alkali","0"
"1008","alkaline","1"
"1009","alkalinity","1"
"1010","alkalize","0"
"1011","alkaloid","0"
"1012","alkanet","0"
"1013","all","4387"
"1014","allan","1"
"1015","allantoin","0"
"1016","allay","0"
"1017","allegation","1"
"1018","allege","0"
"1019","allegedly","13"
"1020","allegiance","6"
"1021","allegiant","0"
"1022","allegorical","3"
"1023","allegorically","0"
"1024","allegorize","0"
"1025","allegory","0"
"1026","allegretto","0"
"1027","allegro","0"
"1028","allele","3"
"1029","allelic","0"
"1030","alleluia","1"
"1031","allemand","0"
"1032","allemande","0"
"1033","aller","0"
"1034","allergen","0"
"1035","allergenic","0"
"1036","allergic","7"
"1037","allergist","0"
"1038","allergy","5"
"1039","alleviate","9"
"1040","alleviation","0"
"1041","alley","17"
"1042","alleyway","1"
"1043","allgood","0"
"1044","alliance","18"
"1045","allice","0"
"1046","allied","8"
"1047","allies","9"
"1048","alligator","1"
"1049","alliterate","0"
"1050","alliteration","1"
"1051","alliterative","0"
"1052","allocate","1"
"1053","allocation","4"
"1054","allocator","0"
"1055","allocution","0"
"1056","allopathic","0"
"1057","allopathy","0"
"1058","allot","0"
"1059","allotment","4"
"1060","allotrope","0"
"1061","allover","0"
"1062","allow","124"
"1063","allowable","0"
"1064","allowance","5"
"1065","alloy","2"
"1066","allspice","1"
"1067","allude","1"
"1068","allure","5"
"1069","alluring","4"
"1070","alluringly","0"
"1071","allusion","1"
"1072","allusive","0"
"1073","allusiveness","0"
"1074","alluvial","0"
"1075","alluvion","0"
"1076","alluvium","0"
"1077","ally","6"
"1078","alma","4"
"1079","almanac","1"
"1080","almandine","0"
"1081","almighty","9"
"1082","almirah","0"
"1083","almon","0"
"1084","almond","10"
"1085","almondy","0"
"1086","almost","382"
"1087","alms","0"
"1088","almsgiving","0"
"1089","almshouse","0"
"1090","aln","0"
"1091","alo","0"
"1092","aloe","1"
"1093","aloft","6"
"1094","aloma","0"
"1095","alone","166"
"1096","aloneness","0"
"1097","along","395"
"1098","alongside","33"
"1099","aloof","0"
"1100","aloofness","0"
"1101","alopecia","0"
"1102","aloud","14"
"1103","alp","0"
"1104","alpaca","0"
"1105","alpenhorn","0"
"1106","alpha","11"
"1107","alphabet","6"
"1108","alphabetic","1"
"1109","alphabetical","1"
"1110","alphabetically","0"
"1111","alphabetize","0"
"1112","alpine","7"
"1113","already","391"
"1114","alright","25"
"1115","alrighty","0"
"1116","also","1651"
"1117","alt","7"
"1118","altar","6"
"1119","altared","0"
"1120","altarpiece","0"
"1121","alter","15"
"1122","alterable","0"
"1123","alterant","0"
"1124","alteration","0"
"1125","alterative","0"
"1126","altercate","0"
"1127","altercation","1"
"1128","alterity","0"
"1129","alternate","16"
"1130","alternately","2"
"1131","alternating","3"
"1132","alternation","1"
"1133","alternative","47"
"1134","alternatively","6"
"1135","alternator","1"
"1136","althea","0"
"1137","altho","0"
"1138","although","306"
"1139","altimeter","0"
"1140","altin","0"
"1141","altiplano","0"
"1142","altitude","3"
"1143","altitudinal","0"
"1144","alto","5"
"1145","altogether","18"
"1146","altrices","0"
"1147","altruism","0"
"1148","altruist","1"
"1149","altruistic","1"
"1150","altruistically","0"
"1151","alum","1"
"1152","aluminium","3"
"1153","aluminum","7"
"1154","alumna","0"
"1155","alumnae","0"
"1156","alumni","3"
"1157","alumnus","0"
"1158","alure","0"
"1159","alveoli","0"
"1160","alvine","0"
"1161","alway","0"
"1162","always","847"
"1163","aly","1"
"1164","am","1501"
"1165","ama","0"
"1166","amadou","0"
"1167","amain","0"
"1168","amala","0"
"1169","amalaka","0"
"1170","amalgam","0"
"1171","amalgamate","0"
"1172","amalgamation","0"
"1173","amang","0"
"1174","amani","0"
"1175","amanuensis","0"
"1176","amar","0"
"1177","amaranth","0"
"1178","amaranthine","0"
"1179","amargoso","0"
"1180","amarillo","3"
"1181","amass","0"
"1182","amateurish","1"
"1183","amateurishly","0"
"1184","amateurishness","0"
"1185","amateurism","0"
"1186","amative","0"
"1187","amatory","0"
"1188","amaze","1"
"1189","amazed","26"
"1190","amazement","1"
"1191","amazing","216"
"1192","amazingly","17"
"1193","amba","0"
"1194","ambar","0"
"1195","ambassador","13"
"1196","ambassadorial","0"
"1197","ambassadorship","0"
"1198","ambassadress","0"
"1199","amber","16"
"1200","ambergris","1"
"1201","ambery","0"
"1202","ambidexterity","0"
"1203","ambidextrous","0"
"1204","ambience","4"
"1205","ambient","8"
"1206","ambiguity","5"
"1207","ambiguous","3"
"1208","ambiguously","1"
"1209","ambit","1"
"1210","ambition","9"
"1211","ambitionless","1"
"1212","ambitious","12"
"1213","ambitiously","0"
"1214","ambitiousness","0"
"1215","ambivalence","1"
"1216","ambivalent","1"
"1217","ambivert","0"
"1218","amble","2"
"1219","ambler","0"
"1220","ambling","0"
"1221","amblyopia","0"
"1222","ambo","0"
"1223","ambon","0"
"1224","ambrose","0"
"1225","ambrosia","1"
"1226","ambrosiac","0"
"1227","ambrosial","0"
"1228","ambulance","8"
"1229","ambulant","0"
"1230","ambulate","0"
"1231","ambulation","0"
"1232","ambulatory","2"
"1233","ambuscade","0"
"1234","ambush","1"
"1235","ambusher","0"
"1236","ame","1"
"1237","ameen","0"
"1238","amelia","1"
"1239","ameliorate","0"
"1240","amelioration","0"
"1241","amen","17"
"1242","amenable","0"
"1243","amend","2"
"1244","amendable","0"
"1245","amendment","12"
"1246","amends","3"
"1247","amenity","0"
"1248","amenorrhea","0"
"1249","ament","0"
"1250","amentum","0"
"1251","americium","1"
"1252","amethyst","2"
"1253","ami","3"
"1254","amiability","0"
"1255","amiable","1"
"1256","amiably","0"
"1257","amicability","0"
"1258","amicable","0"
"1259","amicably","0"
"1260","amid","9"
"1261","amide","0"
"1262","amidon","0"
"1263","amidships","0"
"1264","amidst","10"
"1265","amil","0"
"1266","amin","0"
"1267","amine","0"
"1268","amini","0"
"1269","amino","2"
"1270","amir","1"
"1271","amiss","1"
"1272","amissibility","0"
"1273","amissible","0"
"1274","amity","3"
"1275","amla","0"
"1276","amma","0"
"1277","amman","1"
"1278","ammer","0"
"1279","ammo","2"
"1280","ammonia","3"
"1281","ammonite","0"
"1282","ammonium","0"
"1283","ammophilous","0"
"1284","ammunition","7"
"1285","amnesia","2"
"1286","amnesic","0"
"1287","amnesty","1"
"1288","amnion","0"
"1289","amniotic","5"
"1290","amoeba","0"
"1291","amoebic","0"
"1292","amoeboid","0"
"1293","amok","2"
"1294","among","170"
"1295","amongst","34"
"1296","amontillado","1"
"1297","amor","0"
"1298","amoral","3"
"1299","amorality","0"
"1300","amoroso","0"
"1301","amorous","1"
"1302","amorously","0"
"1303","amorphous","2"
"1304","amorphously","0"
"1305","amorphousness","0"
"1306","amortization","0"
"1307","amortize","0"
"1308","amount","151"
"1309","amour","1"
"1310","amper","0"
"1311","amperage","0"
"1312","ampere","0"
"1313","ampersand","0"
"1314","amphetamine","0"
"1315","amphibian","0"
"1316","amphibious","0"
"1317","amphipod","1"
"1318","amphitheater","2"
"1319","amphora","0"
"1320","ample","10"
"1321","amplification","0"
"1322","amplifier","2"
"1323","amplify","1"
"1324","amplitude","0"
"1325","amply","2"
"1326","amputate","0"
