"word1","word2"
"amendment","today"
"america","get"
"americans","think"
"americans","consume"
"americans","want"
"americans","just"
"amount","money"
"amounts","money"
"amp","world"
"amusing","people"
"amy","goodman"
"amy","great"
"ana","maria"
"ana","star"
"anaheim","ducks"
"analysis","webinar"
"analyst","consultant"
"analyst","tim"
"analysts","say"
"analyze","things"
"anchor","bar"
"ancient","greece"
"anderson","cooper"
"andre","miller"
"andrea","love"
"andrea","mitchell"
"andrew","com"
"andrews","support"
"andrews","sisters"
"android","app"
"andy","murray"
"angel","sent"
"angel","story"
"angel","get"
"angela","chase"
"angeles","ca"
"angels","sing"
"angels","kings"
"anger","management"
"angle","just"
"animal","planet"
"animals","just"
"animated","short"
"animation","studio"
"ankle","ankle"
"ann","romney"
"anna","nicole"
"anna","florida"
"anne","frank"
"annie","hall"
"anniversary","party"
"announce","new"
"announced","today"
"announcement","coming"
"announcements","find"
"announcements","soon"
"announces","new"
"announcing","exciting"
"annoyed","easily"
"annoying","people"
"annual","conference"
"anonymous","just"
"anonymous","meeting"
"answer","yes"
"answered","question"
"answering","questions"
"answers","questions"
"anthem","just"
"anthem","tonight"
"anthem","game"
"anthem","singer"
"anthem","song"
"anthony","case"
"anti","bullying"
"anticipate","volunteering"
"anticipation","tonight"
"antique","store"
"antonio","tx"
"anxiety","depression"
"anxiety","attacks"
"anxious","tomorrow"
"anxious","excited"
"anybody","wanna"
"anymore","don"
"anyone","want"
"anything","get"
"anytime","want"
"anyway","just"
"anywhere","near"
"ap","test"
"apart","just"
"apart","know"
"apartment","hunting"
"apartments","rent"
"apologies","received"
"apologize","get"
"apologize","just"
"apology","letter"
"app","iphone"
"apparel","www"
"apparent","reason"
"apparently","just"
"appeal","process"
"appealing","good"
"appeals","process"
"appear","just"
"appearance","last"
"appearance","good"
"appeared","court"
"appearing","tonight"
"appearing","real"
"appears","good"
"appetite","destruction"
"appetizers","pm"
"applause","baby"
"apple","pie"
"apples","don"
"application","part"
"application","development"
"application","today"
"applications","coming"
"applications","new"
"applied","day"
"applied","places"
"applies","person"
"apply","just"
"applying","jobs"
"appointment","today"
"appointments","week"
"appointments","today"
"appreciate","support"
"appreciated","time"
"appreciation","day"
"approach","problem"
"approached","said"
"approaching","fast"
"approaching","favorite"
"approaching","time"
"approaching","make"
"appropriate","way"
"appropriately","named"
"approval","process"
"approve","constitutional"
"approved","time"
"approved","new"
"approved","need"
"approximately","days"
"apps","iphone"
"april","th"
"apt","get"
"apt","hunting"
"arc","moral"
"arch","arch"
"architect","future"
"architects","nuts"
"architectural","design"
"architecture","design"
"archive","project"
"archive","inventory"
"archives","museums"
"area","come"
"areas","need"
"arena","tour"
"arena","district"
"argentina","brazil"
"argentina","mexico"
"argue","like"
"arguing","like"
"arguing","people"
"argument","right"
"argument","made"
"arguments","like"
"arise","morning"
"arizona","state"
"arkansas","state"
"arlington","heights"
"arm","arm"
"arm","hair"
"arm","think"
"armed","forces"
"arms","legs"
"army","navy"
"arnold","palmer"
"arrange","meeting"
"arrest","made"
"arrest","people"
"arrested","development"
"arrests","made"
"arrival","new"
"arrive","early"
"arrived","today"
"arrives","tomorrow"
"arriving","tomorrow"
"arrogant","bastard"
"arrow","knee"
"arsenal","game"
"art","gallery"
"arthur","scholar"
"article","thanks"
"articles","month"
"artificial","colors"
"artist","like"
"artistic","genius"
"artists","like"
"arts","center"
"artwork","new"
"asap","rocky"
"ash","wednesday"
"ashamed","himself"
"ashley","just"
"asia","pacific"
"aside","good"
"ask","questions"
"asked","wanted"
"asking","questions"
"asks","did"
"asleep","couch"
"asparagus","red"
"aspect","game"
"assad","regime"
"assaulted","student"
"assemble","ikea"
"assembly","senate"
"assess","learning"
"assessment","tool"
"asset","management"
"assets","don"
"assets","health"
"assigned","seats"
"assignment","desk"
"assignments","done"
"assist","man"
"assist","way"
"assistance","available"
"assistant","coach"
"assists","steals"
"associate","people"
"associate","director"
"associated","press"
"associates","good"
"associates","seeking"
"associates","degree"
"association","annual"
"assume","talking"
"assumed","new"
"assuming","don"
"assured","world"
"ate","last"
"athens","ga"
"athlete","year"
"athletes","follow"
"athletic","club"
"athletics","program"
"atlanta","area"
"atlantic","city"
"atmosphere","great"
"attach","social"
"attached","like"
"attachment","issues"
"attacked","year"
"attacking","half"
"attacks","romney"
"attacks","face"
"attempt","knew"
"attempting","make"
"attempts","get"
"attempts","last"
"attend","just"
"attend","school"
"attend","th"
"attendance","last"
"attended","webinar"
"attended","session"
"attending","event"
"attention","span"
"attitude","new"
"attitude","right"
"attitudes","worth"
"attorney","general"
"attract","new"
"attracted","person"
"attraction","like"
"attractive","guys"
"attractive","female"
"au","prince"
"au","natural"
"auburn","fest"
"auction","coming"
"audience","member"
"audio","video"
"audit","fed"
"audition","today"
"auditions","today"
"auditorium","pm"
"aug","th"
"august","st"
"aunt","house"
"austerity","measures"
"austin","love"
"australia","just"
"authentic","learning"
"authentic","italian"
"authentic","voice"
"author","clouds"
"author","own"
"author","new"
"authorities","say"
"authority","zero"
"authorized","dealer"
"authors","like"
"authors","books"
"autism","awareness"
"auto","update"
"automatic","updates"
"automatically","make"
"automotive","repair"
"autumn","day"
"av","club"
"available","itunes"
"avatar","twitter"
"ave","near"
"ave","nyc"
"ave","west"
"avengers","movie"
"avenue","lounge"
"average","person"
"averaging","points"
"avery","bradley"
"aviation","technology"
"avid","reader"
"avocado","cheese"
"avocado","salad"
"avoid","people"
"avoid","doing"
"avoid","possible"
"avoiding","danger"
"avon","walk"
"aw","thanks"
"awaiting","return"
"awake","right"
"award","best"
"awarded","million"
"awards","tonight"
"aware","fact"
"awareness","month"
"away","like"
"awe","thanks"
"awesome","thanks"
"awful","lot"
"awhile","ago"
"awkward","moments"
"aye","aye"
"az","productions"
"ba","ba"
"baby","girl"
"bachelor","party"
"backed","definite"
"background","music"
"backgrounds","pro"
"backing","away"
"backing","vocals"
"backing","band"
"backing","marriage"
"backing","track"
"backpack","like"
"backs","tattoos"
"backup","singers"
"backwards","hear"
"backyard","today"
"bacon","bacon"
"bacteria","ear"
"bad","news"
"badge","lose"
"badgers","vs"
"badgers","don"
"badly","just"
"bag","chips"
"baggage","fees"
"bags","don"
"bail","jail"
"bail","bonds"
"bailey","best"
"bailout","money"
"bake","sale"
"baked","goods"
"baker","dozen"
"bakery","coffee"
"baking","bread"
"balance","work"
"balanced","breakfast"
"balancing","work"
"bald","head"
"baldwin","park"
"baldwin","hills"
"ball","game"
"ballet","dancer"
"balloon","museum"
"balloons","sky"
"ballot","box"
"ballot","initiative"
"ballot","measure"
"ballpark","arlington"
"ballroom","pm"
"baltimore","city"
"ban","plastic"
"banana","bread"
"bananas","good"
"bananas","foster"
"bananas","tonight"
"band","practice"
"bands","play"
"bang","like"
"bank","stadium"
"bank","owned"
"bankers","hill"
"banking","system"
"bankruptcy","lawyers"
"bankruptcy","credit"
"banks","get"
"banks","don"
"banned","list"
"banner","today"
"banner","hulk"
"bar","pm"
"barack","michelle"
"barbara","bush"
"barbecue","sauce"
"barber","shop"
"barcelona","game"
"bare","legs"
"barely","get"
"bargain","bin"
"bargaining","law"
"bark","life"
"bark","like"
"barn","dance"
"barnes","foundation"
"baron","davis"
"barrel","bar"
"barrett","says"
"barrier","entry"
"barriers","entry"
"barry","barry"
"barry","university"
"barry","like"
"bars","like"
"bars","bars"
"bartender","just"
"base","hit"
"baseball","players"
"based","business"
"basement","get"
"bases","like"
"bash","last"
"bash","tomorrow"
"bash","friday"
"basic","training"
"basic","html"
"basic","skills"
"basically","just"
"basics","class"
"basics","get"
"basics","make"
"basil","tomatoes"
"basis","just"
"basket","full"
"basketball","wives"
"bass","player"
"bastard","oh"
"bastard","son"
"bastard","child"
"bat","song"
"batch","homemade"
"bath","body"
"bathroom","just"
"bathroom","getting"
"batman","superman"
"batman","just"
"bats","game"
"batter","batter"
"battered","cod"
"batteries","getting"
"batteries","free"
"batters","box"
"batters","hit"
"battery","life"
"batting","title"
"batting","cleanup"
"batting","th"
"batting","nd"
"batting","glove"
"battle","bands"
"battling","right"
"bay","area"
"baylor","bears"
"bb","team"
"bbc","world"
"bbq","sauce"
"bc","don"
"beach","house"
"beaches","world"
"beam","clothes"
"bean","cheese"
"bean","dip"
"bean","tea"
"beans","rice"
"bear","heaven"
"beard","day"
"bearing","story"
"bears","game"
"beat","like"
"beaten","path"
"beating","team"
"beating","big"
"beatles","love"
"beatles","fan"
"beatles","itunes"
"beats","email"
"beats","make"
"beautiful","outside"
"beautifully","shot"
"beautifully","said"
"beauty","sleep"
"beavers","portland"
"became","part"
"beck","center"
"become","fan"
"becomes","famous"
"becomes","beautiful"
"becomes","memory"
"becoming","th"
"becoming","man"
"becoming","addicted"
"becoming","reality"
"bed","day"
"bedroom","set"
"bedroom","house"
"beds","check"
"bedtime","stories"
"bee","tonight"
"beef","cabbage"
"beer","week"
"beers","great"
"beers","food"
"bees","trap"
"beg","borrow"
"began","developing"
"begging","attention"
"begin","end"
"beginning","think"
"begins","today"
"begun","come"
"behalf","people"
"behalf","toast"
"behalf","like"
"behave","way"
"behavior","follow"
"behold","power"
"beijing","tomorrow"
"beings","creatures"
"belgian","beers"
"belgium","lips"
"belief","equal"
"beliefs","don"
"believe","believe"
"believed","said"
"believed","love"
"believed","heart"
"believed","just"
"believer","luck"
"believes","future"
"believing","own"
"bell","new"
"bella","just"
"bells","ringing"
"belly","hurts"
"belly","dancers"
"belong","zoo"
"belongs","believe"
"beloved","pet"
"belt","status"
"ben","franklin"
"bench","player"
"bend","road"
"bend","don"
"beneath","feet"
"beneath","surface"
"benefit","concert"
"benefits","giving"
"benefits","good"
"benefits","just"
"bennett","just"
"bent","like"
"berkeley","college"
"berlin","wall"
"bernard","king"
"berry","farm"
"best","thing"
"bet","get"
"beta","testing"
"beth","moore"
"better","get"
"betting","man"
"betty","ford"
"beverage","choice"
"beverages","day"
"beverly","center"
"beware","man"
"bff","dreams"
"bias","action"
"biased","biased"
"bicycle","ride"
"bid","farewell"
"bidding","war"
"biden","said"
"biden","keep"
"big","fan"
"biggest","fan"
"bike","work"
"bikes","sale"
"biking","today"
"bill","gates"
"billboard","charts"
"billion","dollars"
"billions","billions"
"billions","people"
"bills","good"
"bills","get"
"billy","crystal"
"bin","laden"
"bingo","players"
"biography","life"
"biological","clock"
"biology","exam"
"bird","gets"
"birds","singing"
"birmingham","jail"
"birth","certificate"
"birthday","love"
"birthdays","today"
"biscuits","just"
"bishop","eddie"
"bistro","featuring"
"bit","like"
"bite","eat"
"bites","tonight"
"bites","man"
"biting","apple"
"bits","cut"
"bits","time"
"bitter","sweet"
"bitter","end"
"bizarre","foods"
"blackberry","just"
"blade","runner"
"blah","blah"
"blair","love"
"blake","got"
"blake","wide"
"blake","like"
"blame","own"
"blaming","obama"
"blank","screen"
"blank","canvas"
"blanket","just"
"blankets","socks"
"blast","last"
"blasting","music"
"blaze","trail"
"blazers","gm"
"bleeding","edge"
"blend","brewed"
"blended","learning"
"blender","don"
"bless","america"
"blessed","day"
"blessing","love"
"blessing","hear"
"blessings","today"
"blessings","flow"
"blew","mind"
"blink","eye"
"bliss","exercise"
"bliss","th"
"block","away"
"blocked","shot"
"blocking","people"
"blocking","traffic"
"blocks","away"
"blog","post"
"blogger","lounge"
"bloggers","follow"
"bloggers","like"
"bloggers","lounge"
"blogging","social"
"blogging","theirs"
"blogs","twitter"
"blonde","hair"
"blood","sugar"
"bloody","sunday"
"bloom","light"
"blossom","springs"
"blowing","mind"
"blown","saves"
"blown","like"
"blows","mind"
"blu","rays"
"blue","sky"
"blueberry","banana"
"blues","blues"
"blues","rock"
"blues","festival"
"blues","jam"
"blunt","amendment"
"blunt","right"
"blush","thanks"
"blvd","los"
"blvd","come"
"blvd","ne"
"blvd","today"
"blvd","open"
"bmw","new"
"bo","ryan"
"board","member"
"boarding","process"
"boards","just"
"boards","canada"
"boat","just"
"boat","tour"
"boat","need"
"boats","boats"
"bob","hope"
"bobby","brown"
"bodies","just"
"bodies","found"
"body","soul"
"boil","good"
"boiled","peanuts"
"boiling","hot"
"boise","state"
"bold","colors"
"bond","movie"
"bonds","bonds"
"bone","just"
"bone","pick"
"bone","loss"
"bones","chains"
"bonnie","hayes"
"bonus","points"
"boo","just"
"book","award"
"booked","flight"
"booker","mg"
"booking","needs"
"books","books"
"bookstore","come"
"boost","confidence"
"boot","drive"
"booth","say"
"boots","got"
"boots","just"
"boots","ground"
"booze","booze"
"booze","food"
"booze","time"
"border","wars"
"borders","diversity"
"bored","mind"
"boring","day"
"born","raised"
"borrow","money"
"borrowed","time"
"bosh","just"
"boss","just"
"bosses","funny"
"bosses","horrible"
"boston","add"
"both","good"
"bother","does"
"bother","asking"
"bother","read"
"bothered","get"
"bothered","recent"
"bothered","anymore"
"bottle","service"
"bottled","water"
"bottles","left"
"bottles","till"
"bottles","bottles"
"bottom","ninth"
"bottom","ocean"
"bottom","lounge"
"bottom","right"
"bought","ticket"
"boulder","tonight"
"boulevard","allies"
"bounce","hit"
"bouncing","walls"
"bound","happen"
"boundaries","removed"
"bounty","hunter"
"bourbon","street"
"bout","go"
"boutique","great"
"boutique","hotel"
"bow","tie"
"bowl","sunday"
"bowling","alley"
"bowls","cereal"
"box","chocolates"
"boxer","puppy"
"boxes","get"
"boxes","full"
"boxing","match"
"boy","just"
"boyd","project"
"boyfriend","video"
"boys","like"
"bp","oil"
"br","ba"
"bracelet","sat"
"braces","like"
"bracket","challenge"
"brad","pitt"
"bradford","bad"
"bradley","center"
"brady","street"
"brain","cells"
"brains","head"
"branch","library"
"branches","trees"
"branches","closed"
"brand","new"
"branding","secret"
"brandon","marshall"
"brands","like"
"brands","make"
"brass","monkey"
"brave","new"
"braves","vs"
"braves","won"
"bravo","sir"
"bravo","great"
"bravo","new"
"brazil","vs"
"brazil","right"
"brazilian","fan"
"brazilian","cherry"
"brazilian","lift"
"breach","contract"
"bread","pudding"
"break","time"
"breakfast","lunch"
"breaking","news"
"breaks","just"
"breaks","way"
"breaks","time"
"breath","away"
"breathe","carolina"
"breathing","sigh"
"breed","dog"
"breeze","blowing"
"brendan","ryan"
"brent","barry"
"brett","myers"
"brew","crew"
"brewed","morning"
"brewer","game"
"brewers","win"
"brewery","beer"
"brewing","co"
"brews","band"
"brian","tracy"
"brick","wall"
"bricks","building"
"bridal","shower"
"bride","got"
"bride","bride"
"bridge","lift"
"bridges","burned"
"brief","time"
"brief","visit"
"briefly","last"
"bright","future"
"brighter","days"
"brilliant","idea"
"bring","new"
"bringing","home"
"brings","memories"
"bristol","says"
"britain","got"
"british","accent"
"broad","shoulders"
"broadcast","team"
"broadcast","booth"
"broadcasting","live"
"broader","audience"
"broadway","bar"
"broccoli","soup"
"broke","man"
"broke","right"
"broke","house"
"broke","news"
"broke","day"
"broken","glass"
"broker","selling"
"broncos","vs"
"bronx","tale"
"bronze","medal"
"brook","lopez"
"brooklyn","ny"
"brooks","lounge"
"brother","sister"
"brothers","sisters"
"brought","home"
"brown","bag"
"brownies","just"
"browns","just"
"browser","window"
"browser","based"
"browser","using"
"browsing","internet"
"bruce","lee"
"bruins","game"
"brunch","today"
"bruno","better"
"brunswick","nj"
"brush","teeth"
"brussels","sprouts"
"brutal","loss"
"bryan","anger"
"bryant","points"
"bryant","lake"
"bs","like"
"btw","love"
"bubble","bath"
"bubbles","drive"
"bubbles","go"
"buck","buck"
"bucket","water"
"buckeyes","final"
"buckeyes","game"
"bucks","game"
"bud","appreciate"
"bud","good"
"buddies","tonight"
"buddy","hope"
"budget","cuts"
"buds","love"
"buds","just"
"buffalo","wild"
"buffet","lunch"
"bug","life"
"bug","don"
"bugs","life"
"build","new"
"builder","exchange"
"builder","work"
"building","new"
"buildings","just"
"builds","strong"
"built","computer"
"bulb","light"
"bulk","mail"
"bull","run"
"bullet","train"
"bullet","head"
"bullets","fans"
"bullets","label"
"bullpen","today"
"bullpen","good"
"bulls","win"
"bully","feed"
"bullying","people"
"bullying","losers"
"bum","day"
"bummed","missed"
"bummer","hope"
"bump","head"
"bumper","sticker"
"bun","today"
"bunch","new"
"bundle","today"
"bunny","ears"
"bunny","bash"
"bunny","just"
"burden","insurance"
"bureau","labor"
"burger","fries"
"burgers","dogs"
"burgers","grill"
"burned","calories"
"burning","man"
"burns","red"
"burnt","ends"
"burrito","good"
"burst","energy"
"burton","dark"
"bus","just"
"busch","light"
"buses","going"
"buses","coming"
"bush","just"
"business","owners"
"businesses","support"
"businesses","get"
"bust","bust"
"busted","old"
"busted","face"
"busted","open"
"busy","day"
"butler","university"
"butter","jelly"
"butterflies","tummy"
"butterfly","sting"
"butterfly","effect"
"button","right"
"button","life"
"buttons","remote"
"buy","book"
"buyer","market"
"buyer","agent"
"buyers","get"
"buying","new"
"buys","cases"
"buzz","word"
"bye","bye"
"ca","travel"
"ca","like"
"ca","last"
"cab","driver"
"cabbage","soup"
"cabin","republicans"
"cabinet","meeting"
"cable","tv"
"caffeine","fix"
"cage","free"
"cain","plan"
"cake","cake"
"cakes","breakfast"
"cal","state"
"calendar","free"
"cali","good"
"cali","tomorrow"
"cali","go"
"california","weather"
"california","express"
"california","love"
"called","said"
"called","love"
"caller","win"
"calling","night"
"calls","really"
"calls","night"
"calls","turn"
"calls","last"
"calls","help"
"calls","ugly"
"calls","phone"
"calm","storm"
"calorie","goal"
"calories","doing"
"calvin","johnson"
"cam","newton"
"cambridge","boston"
"came","tonight"
"camera","adds"
"camera","app"
"cameras","ready"
"cameron","wake"
"camp","rock"
"campaign","finance"
"campaigning","get"
"campaigns","follow"
"campbell","tribute"
"camping","trips"
"camps","texas"
"campus","today"
"canada","usa"
"canada","week"
"canal","today"
"cancel","plans"
"cancel","subscription"
"canceled","flight"
"candidate","wins"
"candidates","must"
"candidates","running"
"candle","mirror"
"candles","lit"
"candy","bar"
"cane","run"
"canned","good"
"cannon","beach"
"canon","mark"
"cans","bottles"
"canvas","throw"
"canyon","road"
"cap","gown"
"capable","doing"
"capacity","translate"
"cape","cod"
"capital","investment"
"capitals","game"
"capitol","hill"
"caps","game"
"capt","tom"
"captain","captain"
"capture","software"
"capture","attention"
"captured","film"
"car","just"
"caramel","sauce"
"caramel","latte"
"carbon","copy"
"carbon","fiber"
"card","today"
"cardboard","signs"
"cardinal","rule"
"cardinals","brewers"
"cardio","done"
"cardio","time"
"cards","hand"
"cards","fans"
"care","business"
"care","just"
"cared","did"
"career","fair"
"careers","page"
"careful","wish"
"carefully","planned"
"cares","people"
"cargo","pants"
"caribbean","food"
"caring","heart"
"carl","edwards"
"carlos","just"
"carnival","cruise"
"carol","lights"
"carolina","game"
"carolina","bbq"
"carolina","marry"
"caroline","kennedy"
"carpenter","just"
"carpet","cleaning"
"carrie","new"
"carried","away"
"carrier","get"
"carrier","classic"
"carries","seed"
"carroll","st"
"carrot","cake"
"carrots","get"
"carrots","sticks"
"carrots","onions"
"carrots","cilantro"
"carrots","spinach"
"carrots","green"
"carry","day"
"carrying","bag"
"carrying","away"
"carrying","cash"
"cars","road"
"cars","get"
"cars","don"
"cars","go"
"carson","street"
"carson","city"
"cart","full"
"carter","like"
"carter","just"
"cartoon","network"
"cartoons","like"
"carved","pumpkin"
"case","wondering"
"cases","beer"
"casey","james"
"cash","money"
"casino","tonight"
"cast","member"
"casting","director"
"castle","clinton"
"casual","fans"
"casual","fan"
"cat","just"
"catalog","just"
"catch","tonight"
"catcher","rye"
"catches","attention"
"catches","yards"
"catches","eye"
"catching","last"
"category","best"
"catering","take"
"cathedral","st"
"catherine","jones"
"cats","dogs"
"caught","myself"
"cause","really"
"caused","standing"
"causes","men"
"causing","drama"
"causing","traffic"
"caution","wind"
"cave","man"
"cave","singers"
"cb","pick"
"cbs","news"
"cc","mt"
"cd","dvd"
"cease","grow"
"cedar","point"
"ceiling","fan"
"celebrate","birthday"
"celebrated","day"
"celebrated","years"
"celebrates","national"
"celebrating","birthday"
"celebration","weekend"
"celebrations","continue"
"celebrities","just"
"celebrity","crush"
"celery","cucumber"
"celery","sticks"
"cell","phone"
"cells","body"
"celtics","game"
"cent","wings"
"centennial","park"
"center","pm"
"centered","learning"
"centers","control"
"central","time"
"cents","dollar"
"centuries","old"
"centuries","ago"
"century","french"
"ceo","speaking"
"cereal","boxes"
"ceremony","reception"
"certain","people"
"certainly","hope"
"certificate","program"
"certification","program"
"certified","wet"
"ch","time"
"chad","johnson"
"chad","just"
"chain","smoking"
"chain","restaurant"
"chains","know"
"chair","get"
"chairman","tom"
"chairs","tables"
"chairs","titanic"
"chalk","board"
"challenge","accepted"
"challenged","get"
"challenged","water"
"challenges","opportunities"
"challenges","life"
"challenging","times"
"chamber","commerce"
"chambers","packed"
"champ","tonight"
"champ","get"
"champ","sports"
"champagne","party"
"champagne","cocktails"
"champagne","brunch"
"champion","green"
"champions","league"
"championship","ring"
"championship","tomorrow"
"championships","today"
"champs","league"
"chance","win"
"chances","win"
"chandler","az"
"change","world"
"changed","mind"
"changes","life"
"changing","world"
"channel","news"
"channels","don"
"channels","tv"
"chaos","theory"
"chapel","hill"
"chapter","page"
"chapters","book"
"character","limit"
"characteristics","people"
"characters","make"
"characters","twitter"
"charge","phone"
"charged","phone"
"chargers","game"
"charges","nights"
"charges","filed"
"charging","station"
"charging","fee"
"charitable","giving"
"charities","bring"
"charities","put"
"charities","help"
"charity","event"
"charles","village"
"charles","said"
"charles","lamb"
"charlie","brown"
"charlotte","nc"
"charm","bracelet"
"charming","make"
"chart","topping"
"chart","week"
"charter","school"
"charts","week"
"chase","dreams"
"chased","dog"
"chasing","sun"
"chat","today"
"chatting","soon"
"chatting","folks"
"cheap","shot"
"cheaper","just"
"cheat","don"
"cheated","fears"
"cheated","wife"
"cheating","good"
"check","new"
"checked","new"
"checking","new"
"checkout","line"
"checkout","single"
"checks","phone"
"cheddar","cheese"
"cheek","bones"
"cheeks","hurt"
"cheer","competition"
"cheer","loud"
"cheer","today"
"cheering","today"
"cheers","weekend"
"cheese","day"
"cheesecake","factory"
"cheesy","potatoes"
"cheesy","bread"
"chef","chris"
"chefs","hall"
"chefs","conference"
"chelsea","game"
"chelsea","match"
"chelsea","barcelona"
"chemical","romance"
"chemicals","hair"
"chemistry","must"
"chen","family"
"cherry","blossom"
"cheryl","miller"
"chess","schools"
"chess","queen"
"chess","club"
"chess","board"
"chess","sets"
"chest","hair"
"chew","chew"
"chi","tonight"
"chic","ball"
"chicago","bulls"
"chick","thirsty"
"chick","just"
"chicken","salad"
"chicks","really"
"chicks","need"
"chicks","get"
"chicks","just"
"chicks","know"
"chief","scientist"
"chiefs","game"
"child","care"
"childhood","memories"
"children","book"
"chile","follow"
"chili","peppers"
"chill","day"
"chilled","today"
"chilling","bored"
"chilly","tonight"
"chilly","outside"
"china","india"
"chip","cookie"
"chips","salsa"
"chocolate","chip"
"chocolates","just"
"choice","awards"
"choices","make"
"choir","concert"
